date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:35:20	86926/86926	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c4d722b-1538e%22	https://technext.github.io/product-admin/js/jquery-3.3.1.min.js	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/js/jquery-3.3.1.min.js	(from https://technext.github.io/product-admin/)
02:35:20	51679/51679	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c4d722b-c9df%22	https://technext.github.io/product-admin/js/moment.min.js	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/js/moment.min.js	(from https://technext.github.io/product-admin/)
02:35:20	159638/159638	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c4d722b-26f96%22	https://technext.github.io/product-admin/js/Chart.min.js	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/js/Chart.min.js	(from https://technext.github.io/product-admin/)
02:35:21	51039/51039	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c4d722b-c75f%22	https://technext.github.io/product-admin/js/bootstrap.min.js	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/js/bootstrap.min.js	(from https://technext.github.io/product-admin/)
02:35:21	4155/4155	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c4d722b-103b%22	https://technext.github.io/product-admin/js/tooplate-scripts.js	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/js/tooplate-scripts.js	(from https://technext.github.io/product-admin/)
02:35:21	116516/116516	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c4d722b-1c724%22	https://technext.github.io/product-admin/webfonts/fa-brands-400.eot	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-brands-400.eot	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:21	116516/116516	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c4d722b-1c724%22	https://technext.github.io/product-admin/webfonts/fa-brands-400.eot?	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-brands-400d41d.eot	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:22	64144/64144	---M--	200	added ('OK')	font/woff2	etag:%225c4d722b-fa90%22	https://technext.github.io/product-admin/webfonts/fa-brands-400.woff2	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-brands-400.woff2	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:22	74928/74928	---M--	200	added ('OK')	font/woff	etag:%225c4d722b-124b0%22	https://technext.github.io/product-admin/webfonts/fa-brands-400.woff	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-brands-400.woff	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:22	116280/116280	---M-Z	200	added ('OK')	font/ttf	etag:W/%225c4d722b-1c638%22	https://technext.github.io/product-admin/webfonts/fa-brands-400.ttf	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-brands-400.ttf	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:22	40644/40644	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c4d722b-9ec4%22	https://technext.github.io/product-admin/webfonts/fa-regular-400.eot	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-regular-400.eot	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:22	629256/629256	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225c4d722b-99a08%22	https://technext.github.io/product-admin/webfonts/fa-brands-400.svg	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-brands-400.svg	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:23	40644/40644	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c4d722b-9ec4%22	https://technext.github.io/product-admin/webfonts/fa-regular-400.eot?	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-regular-400d41d.eot	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:23	14888/14888	---M--	200	added ('OK')	font/woff2	etag:%225c4d722b-3a28%22	https://technext.github.io/product-admin/webfonts/fa-regular-400.woff2	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-regular-400.woff2	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:23	18156/18156	---M--	200	added ('OK')	font/woff	etag:%225c4d722b-46ec%22	https://technext.github.io/product-admin/webfonts/fa-regular-400.woff	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-regular-400.woff	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:23	40416/40416	---M-Z	200	added ('OK')	font/ttf	etag:W/%225c4d722b-9de0%22	https://technext.github.io/product-admin/webfonts/fa-regular-400.ttf	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-regular-400.ttf	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:24	141405/141405	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225c4d722b-2285d%22	https://technext.github.io/product-admin/webfonts/fa-regular-400.svg	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-regular-400.svg	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:24	168396/168396	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c4d722b-291cc%22	https://technext.github.io/product-admin/webfonts/fa-solid-900.eot	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-solid-900.eot	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:24	168396/168396	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c4d722b-291cc%22	https://technext.github.io/product-admin/webfonts/fa-solid-900.eot?	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-solid-900d41d.eot	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:24	62472/62472	---M--	200	added ('OK')	font/woff2	etag:%225c4d722b-f408%22	https://technext.github.io/product-admin/webfonts/fa-solid-900.woff2	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-solid-900.woff2	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:24	80484/80484	---M--	200	added ('OK')	font/woff	etag:%225c4d722b-13a64%22	https://technext.github.io/product-admin/webfonts/fa-solid-900.woff	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-solid-900.woff	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:25	168176/168176	---M-Z	200	added ('OK')	font/ttf	etag:W/%225c4d722b-290f0%22	https://technext.github.io/product-admin/webfonts/fa-solid-900.ttf	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-solid-900.ttf	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:25	1049/1049	---M--	200	added ('OK')	image/png	etag:%225c4d722b-419%22	https://technext.github.io/product-admin/img/check-mark.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/img/check-mark.png	(from https://technext.github.io/product-admin/css/templatemo-style.css)
02:35:25	624767/624767	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225c4d722b-9887f%22	https://technext.github.io/product-admin/webfonts/fa-solid-900.svg	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/webfonts/fa-solid-900.svg	(from https://technext.github.io/product-admin/css/fontawesome.min.css)
02:35:25	1085/1085	---M--	200	added ('OK')	image/png	etag:%225c4d722b-43d%22	https://technext.github.io/product-admin/img/arrow-down.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/img/arrow-down.png	(from https://technext.github.io/product-admin/css/templatemo-style.css)
02:35:26	9098/9098	---M-Z	200	added ('OK')	text/html	etag:W/%225c4d722b-238a%22	https://technext.github.io/product-admin/add-product.html	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/add-product.html	(from https://technext.github.io/product-admin/products.html)
02:35:26	9508/9508	---M-Z	200	added ('OK')	text/html	etag:W/%225c4d722b-2524%22	https://technext.github.io/product-admin/edit-product.html	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/edit-product.html	(from https://technext.github.io/product-admin/products.html)
02:35:27	207081/207081	---M--	200	added ('OK')	image/png	etag:%225c4d722b-328e9%22	https://technext.github.io/product-admin/img/avatar.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/img/avatar.png	(from https://technext.github.io/product-admin/accounts.html)
02:35:27	19732/19732	---M-Z	200	added ('OK')	text/css	etag:W/%225c4d722b-4d14%22	https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css	(from https://technext.github.io/product-admin/add-product.html)
02:35:28	36675/36675	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c4d722b-8f43%22	https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.js	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.js	(from https://technext.github.io/product-admin/add-product.html)
02:35:28	45922/45922	---M--	200	added ('OK')	image/jpeg	etag:%225c4d722b-b362%22	https://technext.github.io/product-admin/img/product-image.jpg	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/img/product-image.jpg	(from https://technext.github.io/product-admin/edit-product.html)
02:35:28	292/292	---M--	200	added ('OK')	image/png	etag:%225c4d722b-124%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:28	5824/5824	---M--	200	added ('OK')	image/png	etag:%225c4d722b-16c0%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:29	341/341	---M--	200	added ('OK')	image/png	etag:%225c4d722b-155%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_glass_85_dfeffc_1x400.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_glass_85_dfeffc_1x400.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:29	336/336	---M--	200	added ('OK')	image/png	etag:%225c4d722b-150%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_glass_75_d0e5f5_1x400.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_glass_75_d0e5f5_1x400.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:29	333/333	---M--	200	added ('OK')	image/png	etag:%225c4d722b-14d%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:29	332/332	---M--	200	added ('OK')	image/png	etag:%225c4d722b-14c%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_glass_95_fef1ec_1x400.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:29	4549/4549	---M--	200	added ('OK')	image/png	etag:%225c4d722b-11c5%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_469bdd_256x240.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_469bdd_256x240.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:30	4549/4549	---M--	200	added ('OK')	image/png	etag:%225c4d722b-11c5%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_d8e7f3_256x240.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_d8e7f3_256x240.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:30	4549/4549	---M--	200	added ('OK')	image/png	etag:%225c4d722b-11c5%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_217bc0_256x240.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_217bc0_256x240.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:30	4549/4549	---M--	200	added ('OK')	image/png	etag:%225c4d722b-11c5%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_f9bd01_256x240.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_f9bd01_256x240.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:30	4549/4549	---M--	200	added ('OK')	image/png	etag:%225c4d722b-11c5%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_2e83ff_256x240.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_2e83ff_256x240.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:31	4549/4549	---M--	200	added ('OK')	image/png	etag:%225c4d722b-11c5%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_cd0a0a_256x240.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_cd0a0a_256x240.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
02:35:31	4549/4549	---M--	200	added ('OK')	image/png	etag:%225c4d722b-11c5%22	https://technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_6da8d5_256x240.png	C:/Users/aliye/Desktop/New%20folder/Salam/technext.github.io/product-admin/jquery-ui-datepicker/images/ui-icons_6da8d5_256x240.png	(from https://technext.github.io/product-admin/jquery-ui-datepicker/jquery-ui.min.css)
